system:index,LST_Celsius,data,.geo
2000_02_26,28.441466787245865,2000-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_02_27,23.938063561302407,2000-02-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_02_28,27.404959186135383,2000-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_01,26.53457325422185,2000-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_04,22.926665505226513,2000-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_05,23.54261652053533,2000-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_08,27.623884416561346,2000-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_11,29.37894353116597,2000-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_12,31.77834813813327,2000-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_13,29.39286332714907,2000-03-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_15,31.85223322929963,2000-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_17,35.13441010348623,2000-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_20,25.710624197420618,2000-03-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_21,28.70819454183379,2000-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_22,32.62021821811708,2000-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_24,30.952237658291196,2000-03-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_27,27.732957981590125,2000-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_29,25.59038885969526,2000-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_31,28.390897076491814,2000-03-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_02,29.855356127262404,2000-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_03,26.73784439845632,2000-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_04,35.34968992052164,2000-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_05,31.315448398387808,2000-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_06,22.967286274509824,2000-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_07,32.96311285183996,2000-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_09,30.55347933986849,2000-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_11,31.587121041214775,2000-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_14,25.977115276284145,2000-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_16,27.725827065691913,2000-04-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_18,26.720153846153863,2000-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_20,27.263355560186177,2000-04-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_21,24.856074639734,2000-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_22,28.839328413843702,2000-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_23,29.9585065028997,2000-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_24,27.900098684626197,2000-04-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_29,24.75816253753757,2000-04-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_30,27.68964222183253,2000-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_02,28.288024032042753,2000-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_04,24.837767132037623,2000-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_05,22.461186530208018,2000-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_07,22.308349225268195,2000-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
