system:index,LST_Celsius,data,.geo
2000_02_26,30.697889447236204,2000-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_02_28,30.72937185929652,2000-02-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_08,27.591557788944762,2000-03-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_11,32.665979899497515,2000-03-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_12,35.685376884422126,2000-03-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_13,33.036356783919636,2000-03-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_15,36.64150753768847,2000-03-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_17,40.35427135678395,2000-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_21,29.34620603015078,2000-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_22,36.270804020100535,2000-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_03_24,31.927316017316027,2000-03-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_02,33.563164556962064,2000-04-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_03,26.950000000000045,2000-04-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_04,38.60718592964828,2000-04-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_05,34.58055276381913,2000-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_07,32.72022613065327,2000-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_11,36.201306532663345,2000-04-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_18,27.541482412060315,2000-04-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_20,31.18485232067515,2000-04-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_22,31.116432160804045,2000-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_23,33.05185929648243,2000-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_04_24,29.7326884422111,2000-04-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_02,29.785189542483693,2000-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_04,24.750000000000057,2000-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_10,29.190000000000055,2000-05-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_15,33.165000000000035,2000-05-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_16,23.77000000000004,2000-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_18,26.002568493150726,2000-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_20,33.290753768844255,2000-05-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_22,29.250562130177542,2000-05-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_25,28.819477611940332,2000-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_27,36.65125628140707,2000-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_30,35.20108040201009,2000-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_05_31,34.701030150753816,2000-05-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_02,33.19469849246234,2000-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_03,35.406231155778926,2000-06-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_14,25.399520547945226,2000-06-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_17,28.725879396984954,2000-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_21,35.49015075376887,2000-06-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_22,31.277110552763844,2000-06-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_24,31.855000000000032,2000-06-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_25,32.94922110552767,2000-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_06_30,34.03012562814074,2000-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_07,31.437487437185965,2000-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_16,29.071789772727296,2000-07-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_17,29.842788944723637,2000-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_18,32.99472361809047,2000-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_19,27.184654377880204,2000-07-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_20,30.160000000000018,2000-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_23,28.468619469026592,2000-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_07_24,32.65012562814072,2000-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_04,35.0554773869347,2000-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_19,29.010000000000048,2000-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_20,32.36464824120606,2000-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_22,37.971105527638215,2000-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_24,38.01497487437189,2000-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_26,37.64597989949752,2000-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_27,38.25567839195982,2000-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_28,35.15032663316586,2000-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_29,40.763793969849274,2000-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_08_31,39.51198492462314,2000-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_02,39.33128140703521,2000-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_03,36.53987437185933,2000-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_04,38.30394472361811,2000-09-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_05,34.13681506849318,2000-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_11,35.36658291457288,2000-09-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_12,37.17283919597993,2000-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_13,29.55473958333337,2000-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_14,31.586641791044823,2000-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_16,27.910000000000025,2000-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_20,32.92087939698495,2000-09-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_21,38.17653266331662,2000-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_23,37.82361809045229,2000-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_25,41.94447236180908,2000-09-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_26,36.087110552763846,2000-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_27,32.09000000000003,2000-09-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_09_29,35.957738693467356,2000-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_01,35.85547738693469,2000-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_02,44.7915829145729,2000-10-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_04,44.63276381909552,2000-10-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_05,40.87042713567842,2000-10-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_06,40.7356030150754,2000-10-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_07,41.724346733668355,2000-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_08,34.14464824120605,2000-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_11,30.310000000000002,2000-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_14,40.48477386934676,2000-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_15,42.33663316582917,2000-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_16,43.75070351758796,2000-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_17,38.740150753768866,2000-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_18,40.26580402010052,2000-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_20,43.54758793969852,2000-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_21,39.7611557788945,2000-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_22,41.516859296482444,2000-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_24,38.479874371859324,2000-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_25,44.7097989949749,2000-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_10_30,40.52994974874375,2000-10-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_01,44.90500000000002,2000-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_05,41.65085427135682,2000-11-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_06,41.9814070351759,2000-11-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_07,41.999547738693494,2000-11-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_12,44.974547738693495,2000-11-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_14,44.84515075376887,2000-11-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_15,32.733478260869596,2000-11-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_16,41.63291457286436,2000-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_17,32.01000000000005,2000-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_21,41.65866834170857,2000-11-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_22,42.59600502512566,2000-11-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_23,42.893266331658324,2000-11-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_24,44.40567839195981,2000-11-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_29,40.60701005025129,2000-11-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_11_30,46.13545226130657,2000-11-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_01,44.17530150753773,2000-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_02,41.491608040201044,2000-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_03,43.93753768844224,2000-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_04,36.926608040201025,2000-12-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_05,44.32047738693469,2000-12-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_07,45.75125628140706,2000-12-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_08,37.041934673366875,2000-12-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_09,42.875979899497516,2000-12-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_10,44.990376884422155,2000-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_11,40.46753768844225,2000-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_19,34.408316582914594,2000-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_20,33.97143216080405,2000-12-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_21,38.40977386934676,2000-12-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_23,38.42188442211059,2000-12-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_25,37.49165829145732,2000-12-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_26,33.27733668341709,2000-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_27,29.930000000000007,2000-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2000_12_31,34.02100502512566,2000-12-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_01,39.9473366834171,2001-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_02,36.126909547738734,2001-01-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_03,36.11253768844224,2001-01-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_06,33.87555276381912,2001-01-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_08,41.311557788944754,2001-01-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_09,35.130276381909574,2001-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_15,34.72738562091505,2001-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_17,37.97718592964827,2001-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_19,33.66276381909551,2001-01-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_20,38.672864321608074,2001-01-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_22,39.42311557788948,2001-01-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_24,40.43404522613069,2001-01-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_25,32.03540201005027,2001-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_26,37.157110552763854,2001-01-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_27,34.19803977272729,2001-01-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_28,34.97741206030153,2001-01-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_29,41.12527638190958,2001-01-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_01_31,35.78361271676302,2001-01-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_05,35.78708542713569,2001-02-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_06,31.77128140703521,2001-02-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_07,41.32665829145731,2001-02-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_09,42.03291457286435,2001-02-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_10,38.92766331658293,2001-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_11,40.700904522613094,2001-02-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_13,37.11820809248557,2001-02-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_14,39.718165829145754,2001-02-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_16,43.64675879396987,2001-02-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_17,37.68198492462315,2001-02-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_20,37.190000000000055,2001-02-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_21,36.27897535667969,2001-02-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_23,42.00756281407037,2001-02-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_02_25,41.60869346733672,2001-02-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_01,30.230000000000018,2001-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_02,32.690000000000055,2001-03-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_04,38.02087939698495,2001-03-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_05,34.9875125628141,2001-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_06,34.74359296482415,2001-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_07,37.12153266331662,2001-03-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_16,30.268366834170894,2001-03-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_17,31.55452261306535,2001-03-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_18,31.520684931506878,2001-03-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_23,30.91045226130656,2001-03-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_24,32.45718592964826,2001-03-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_26,31.077839195979937,2001-03-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_03_27,34.434849246231174,2001-03-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_05,35.292286432160836,2001-04-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_08,34.06437185929651,2001-04-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_09,30.431770401106522,2001-04-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_10,32.07010273972605,2001-04-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_12,31.95617380025943,2001-04-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_14,39.07062814070355,2001-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_16,37.90560301507541,2001-04-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_17,34.39311557788948,2001-04-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_21,33.04962264150946,2001-04-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_23,37.804396984924644,2001-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_26,35.29688442211059,2001-04-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_04_30,34.170000000000016,2001-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_02,35.140251256281424,2001-05-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_04,35.088140703517624,2001-05-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_05,35.566557788944756,2001-05-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_07,42.09173366834174,2001-05-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_09,38.809572864321645,2001-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_11,33.17804878048785,2001-05-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_12,38.22479899497489,2001-05-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_13,32.190376884422136,2001-05-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_14,40.025829145728665,2001-05-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_16,35.20090452261311,2001-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_17,36.863341708542734,2001-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_18,38.498743718593,2001-05-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_19,40.41994974874374,2001-05-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_21,38.77557788944726,2001-05-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_23,35.45246231155781,2001-05-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_25,34.0707788944724,2001-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_26,29.510000000000048,2001-05-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_27,36.54484924623118,2001-05-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_28,39.7123869346734,2001-05-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_05_30,40.43567839195983,2001-05-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_04,32.8911557788945,2001-06-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_06_11,21.750804953560397,2001-06-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_04,27.508467336683452,2001-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_07,24.150000000000034,2001-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_10,30.422864321608063,2001-07-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_11,28.14447236180908,2001-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_12,31.825351758794003,2001-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_22,27.254623115577907,2001-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_24,30.927386934673386,2001-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_26,21.482692307692336,2001-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_27,27.98276381909551,2001-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_07_29,32.07376884422114,2001-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_02,22.410000000000025,2001-08-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_05,32.49723618090455,2001-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_06,31.917286432160836,2001-08-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_08,29.198743718593,2001-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_11,27.613696857671016,2001-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_14,25.640394431554544,2001-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_16,35.61125628140706,2001-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_17,29.913492462311584,2001-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_18,33.880000000000045,2001-08-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_21,31.346507537688478,2001-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_23,31.343355704698027,2001-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_24,28.410000000000025,2001-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_25,33.09384422110554,2001-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_27,39.4773366834171,2001-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_28,36.11562814070354,2001-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_29,37.54138190954779,2001-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_08_31,34.843417085427156,2001-08-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_01,30.280336283185875,2001-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_02,34.77293969849247,2001-09-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_03,30.496381909547765,2001-09-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_05,26.33000000000004,2001-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_06,33.13447236180908,2001-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_07,37.00384422110555,2001-09-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_08,37.87203517587943,2001-09-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_09,34.98143216080406,2001-09-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_10,36.527462311557805,2001-09-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_12,41.05819095477389,2001-09-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_13,33.33366834170857,2001-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_14,40.79783919597992,2001-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_15,38.72909547738696,2001-09-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_16,38.06324120603017,2001-09-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_17,42.07708542713572,2001-09-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_19,40.222261306532694,2001-09-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_22,30.730000000000018,2001-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_23,41.32012562814072,2001-09-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_24,41.65135678391963,2001-09-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_26,43.87927135678395,2001-09-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_28,44.40954773869349,2001-09-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_29,36.84821608040204,2001-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2001_09_30,43.28507537688444,2001-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
